s_sat,T_sat
690.0798894472692,478.58885140720844
689.5610972159823,478.3735664797993
689.0400183387967,478.1576779315867
688.5166432901711,477.9411818571123
687.9909623953871,477.72407431081115
687.4629665675694,477.50635161066975
686.9326444381447,477.28800915532986
686.3999865394508,477.0690431489254
685.8649825874871,476.84944948010855
685.3276221421859,476.6292239945318
684.7878946059059,476.40836249423177
684.2457892218848,476.18686073700286
683.7012950726547,475.96471443575825
683.154401078412,475.7419192578799
682.6050959953468,475.51847082455635
682.0533684139344,475.29436471010854
681.4992067571753,475.0695964413019
680.9425992788003,474.84416149664787
680.3835340614262,474.61805530569046
679.8219990146656,474.39127324827973
679.2579818731942,474.16381065383257
678.6914701947705,473.93566280057814
678.1224513582041,473.70682491479033
677.5509125612793,473.4772921700039
676.9768408186285,473.2470596862176
676.4002229595546,473.01612252908006
675.8210456258043,472.7844757090619
675.2392952692827,472.55211418060935
674.6549581497228,472.31903284128396
674.0680203322962,472.08522653088374
673.4784676851673,471.85069003054764
672.8862858769935,471.6154180618423
672.2914603743677,471.3794052858313
671.6939764392,471.14264630212466
671.0938191260373,470.90513564791036
670.4909732793285,470.66686779696636
669.8854235306194,470.42783715865244
669.2771542956879,470.18803807688175
668.6661497716108,469.94746482907124
668.0523939337673,469.7061116250716
667.4358705327685,469.46397260607426
666.8165630913244,469.2210418434962
666.1944549010301,468.97731333784225
665.5695290190882,468.7327810175427
664.9417682649477,468.4874387377682
664.3111552168725,468.2412802792181
663.6776722084304,467.99429934688555
663.0413013248968,467.74648956879383
662.402024399584,467.49784449470815
661.7598230100785,467.24835759481886
661.1146784744008,466.9980222583974
660.4665718470637,466.7468317924207
659.8154839150583,466.49477942017097
659.1613951937286,466.24185827979915
658.5042859225673,465.9880614228624
657.844135674132,465.73338172683935
657.1809249206385,465.47781224283335
656.5146326359713,465.2213456619879
655.845237912111,464.96397467417853
655.1727195426181,464.70569187486296
654.4970560177962,464.4464897634111
653.8182255197441,464.18636074139516
653.1362059172914,463.9252971108439
652.4509747608107,463.6632910724541
651.7625092769163,463.4003347237641
651.0707863630241,463.1364200572827
650.3757825817959,462.87153895857693
649.6774741554395,462.60568320431446
648.975836959878,462.3388444602604
648.2708465187799,462.07101427922714
647.5624779974399,461.8021840989761
646.8507061965151,461.5323452400696
646.1355055456082,461.2614889036711
645.4168500966937,460.9896061692936
644.6947135173806,460.71668799249284
643.9690690840147,460.44272520250576
643.2398896746009,460.16770849982964
642.5071477615614,459.89162845374415
641.7708154043,459.61447549977015
641.0308642415907,459.3362399370671
640.2872654837657,459.05691192576444
639.5399899047128,458.77648148422674
638.7890078336623,458.4949384862489
638.0342891467653,458.2122726581807
637.2758032584578,457.9284735759781
636.5135191125978,457.6435306621775
635.7474051733683,457.35743318279185
634.9774306507119,457.0701707045712
634.2035607394023,456.7817313194423
633.4257634826108,456.492104205625
632.6440053340666,456.20127797182295
631.8582522191936,455.9092410536346
631.0684695245379,455.61598170994887
630.2746220869182,455.3214880192446
629.4766741822826,455.025747875792
628.6745895142739,454.7287489857522
627.868331202476,454.43047886317095
627.0578617703512,454.1309248258646
626.2431431328436,453.8300739911934
625.4241365836473,453.5279132717198
624.6008027821193,453.2244293707455
623.7731017398372,452.9196087777267
